admit,gpa,gre
0,3.17727726,594.1029916
0,3.412655359,631.5286067
0,2.728097144,553.7143989
0,3.093559077,551.0899851
0,3.141922829,537.1848938
0,3.599107765,442.7635672
0,3.238971963,667.4721889
0,3.420176822,561.7139053
1,3.414375568,704.9342166
0,3.562482406,590.3403714
0,3.910494575,463.470183
0,3.26434121,636.4531655
0,3.308623371,604.4055578
1,3.652732899,662.8542605
0,3.018921915,567.7148297
1,3.040573362,730.1355661
0,3.151834406,503.3072984
0,3.298132751,628.1782052
0,2.652201106,644.3002615
0,3.115603262,533.4798096
1,2.902208558,664.9388125
0,3.105241833,562.9397149
0,3.212379517,545.8789704
0,3.010654413,537.0291024
0,3.520869794,534.1274998
1,3.307680965,715.0000755
0,2.907485117,532.5146989
1,3.160208107,664.1481533
0,3.014994834,472.6367693
0,3.400367879,693.314506
0,2.848407877,390.3635629
0,3.443319042,629.3674034
0,3.24258381,648.4938925
0,3.122303555,714.2453378
0,2.621257317,622.0926458
0,2.782771503,585.6995326
0,2.705202335,580.6915396
1,3.052436162,661.4012287
0,2.957306148,620.7398706
0,3.403424324,599.5376226
0,3.354182502,604.5885901
0,2.792631913,578.1292242
0,3.39330184,614.0527552
1,3.399581123,649.4829747
0,3.531760721,478.9488913
0,3.660034827,572.1042945
0,3.312289522,575.7970362
0,2.941452978,632.751503
0,3.197952976,509.8206497
0,3.080793679,567.6440238
0,3.317479647,508.3609106
0,3.561177562,547.8439297
0,3.040222473,641.4122308
0,3.093927608,643.8147822
0,3.088539603,593.1053038
0,2.830827614,475.6976817
0,3.205333221,566.9137035
1,3.179445031,730.248802
0,2.6952944,675.9908868
1,3.968276188,621.3547855
0,3.179026706,518.262884
1,3.02204416,614.5545268
1,3.582525409,574.1386028
1,3.880944281,628.9127369
0,3.231028793,581.4718388
0,2.737658094,687.34858
0,2.929493901,580.2858931
1,3.08498992,617.237109
0,3.480261538,497.196442
0,3.668730743,521.0679087
0,2.824548449,548.9559658
0,3.434117329,547.9044726
0,3.037244328,538.850119
0,2.953115656,590.7452977
0,3.471190653,603.0411687
0,3.049960821,602.0018835
1,2.907652427,657.0922296
0,2.697763136,536.3786457
1,3.512115775,653.7442601
0,3.455818482,546.0301573
0,3.742055567,618.428223
1,3.59222595,653.2780413
0,3.481769241,619.2931222
0,3.027542182,595.4575192
0,2.811848759,502.3348982
0,3.542400251,548.1661263
0,2.961641805,641.3979571
0,3.540527313,484.0586149
1,3.757647218,678.2653558
0,3.69141672,496.2739372
1,3.663139658,649.3489115
0,3.116568257,650.3212159
0,2.755856347,693.4515484
0,3.749812493,541.4266632
0,3.37421236,635.9033367
0,3.073759231,653.9922819
0,3.737269767,536.2438612
1,3.184699064,790.8941019
0,3.235722795,455.9251548
0,2.804510785,673.4062959
0,3.278169391,633.0014819
0,2.829532559,538.0920525
0,3.230801551,628.4161104
0,3.449041989,620.1809349
0,2.698460831,581.6860272
1,3.274541645,625.6097948
0,3.336940819,489.9317567
1,3.406306304,750.9437652
0,2.822864549,589.6148178
0,3.059939525,477.2309921
0,3.265315326,532.5645751
0,3.036726267,562.1632689
1,3.265542483,624.2916858
0,3.498628338,632.1336626
0,3.519353534,502.6853937
0,2.771823908,549.111663
0,3.310184859,505.3810021
0,3.305589896,578.6277372
0,3.095236967,499.9831448
0,3.168852272,632.2010917
0,3.629889362,559.2265115
0,3.329991041,663.4368672
0,2.916654445,661.1706795
0,3.234565733,656.9070012
1,3.360308468,662.9806398
1,3.424273793,677.555275
1,3.120920629,608.9948641
1,3.194857614,696.1354443
1,3.509809807,635.4689043
0,2.177099742,623.3035594
1,3.552489978,667.3206433
0,3.405692724,673.922493
0,3.691392556,540.130467
0,3.102267399,680.1631146
0,2.794488911,697.7857374
0,3.465695098,578.8300981
0,3.231726199,588.1529333
0,3.343906525,627.396574
0,3.285823424,528.9735829
1,3.436389547,685.5746928
0,2.91313611,630.9098786
0,3.011532823,578.2128862
1,3.352374005,668.0344951
1,3.556058912,589.044756
1,3.07612719,742.8569719
0,3.343740585,494.8474252
0,3.297388602,634.8054274
0,2.988720481,603.9015876
0,3.337509911,569.982835
0,3.220292025,680.0286609
0,3.219668524,483.7618565
1,3.312396233,647.0948201
1,3.742518424,593.2815499
0,3.276202757,627.4410592
1,3.086839813,720.6970549
0,3.283399075,544.426479
1,3.332231912,612.5734279
0,2.786719373,564.3849273
0,2.799224979,654.2163746
0,3.085012277,594.8763062
0,3.119101592,548.8248292
0,3.38573187,582.5353663
1,3.050905106,742.3779426
1,3.000446205,628.0606164
0,3.122795457,649.2990336
1,3.371169634,643.340952
1,3.157379396,726.880881
0,3.430906139,419.7501942
1,3.058745016,669.3746627
1,3.181360452,777.7969146
1,3.642110044,589.7294213
0,2.974988653,623.3975576
0,3.467072844,604.0169117
0,3.444416467,473.5045795
0,2.968177681,541.7306049
0,2.904996877,607.1130668
0,3.018096365,501.5881053
0,3.474318047,661.969399
0,2.902248687,667.7385376
0,3.019333498,557.2459916
0,3.136414425,594.9832385
0,3.284218738,744.1576657
0,3.788716984,531.1057005
0,3.123864255,610.0151165
0,3.250495622,596.0578676
0,3.170515531,554.4152497
1,3.601719118,650.4175923
0,3.497400105,696.8706245
0,3.485598837,623.1160084
0,2.687906063,540.0356974
0,2.804895163,544.9431783
0,3.445072081,577.1543848
0,3.083063859,578.2464613
0,3.000160892,533.2112795
0,2.873149291,649.5392455
0,3.05843152,705.9014596
0,3.052046793,635.2923744
0,2.835886389,734.272807
0,3.024913345,586.9479731
0,2.867291243,600.3647096
1,3.41330832,603.2423716
0,3.041056511,680.4200125
0,3.486987718,473.2072204
0,3.145548825,451.1392104
0,3.068723922,714.9819338
0,3.493950954,687.4325049
1,3.747203324,620.4510654
0,3.380544361,490.0833766
0,3.218201954,684.0680725
0,3.493461809,476.2732251
0,3.458793541,573.0977579
0,3.438709223,548.3394968
0,3.320749953,716.1732754
0,3.688980641,644.8640451
0,2.92358061,622.5246654
0,2.910619511,619.3927634
1,3.448206341,546.6460234
1,3.476921157,713.3738646
1,3.15545585,784.729935
0,3.309876409,518.2573215
0,3.090761997,609.3773305
1,3.47696652,647.3620797
0,3.33125413,539.3429936
0,3.207277181,556.4656981
1,3.63640369,694.6235951
0,2.93214663,564.7987636
1,3.567594818,591.3997379
0,3.120778142,593.7471639
0,3.266023778,574.1566637
0,3.337680261,540.4451766
0,3.078252632,528.5514613
0,3.073865209,483.0305493
0,3.044987474,564.2550105
0,3.000826858,579.834502
0,3.333380003,513.5551588
0,3.124172691,566.2668551
0,3.340564266,612.2639306
0,3.345809408,607.419152
0,3.084968546,642.5612752
0,3.630973102,554.4151765
0,2.929009127,612.3122935
1,3.587518653,694.3606508
0,3.229677789,563.682408
0,3.47067655,551.8740288
0,3.008433687,438.537099
0,3.604054743,553.2723551
0,3.222918184,557.419838
1,3.655778495,575.4612593
0,2.615362106,548.9659133
1,3.533454346,633.3281518
0,3.156369827,652.3418739
0,3.229056341,568.5769418
0,3.067959006,540.0569833
1,2.714441303,612.6858666
0,3.630556548,540.8135921
0,3.06844479,597.5441222
0,2.969203911,648.3039993
0,3.055598267,686.6674563
1,3.607529951,585.2814497
1,3.623911529,430.9648484
0,3.619504148,463.7744156
0,3.269048853,614.2377001
0,3.419983816,497.6573335
1,3.288242024,674.0601381
1,2.85835902,720.1438261
0,3.278013648,612.6469912
0,2.923772207,672.7855036
1,3.804744423,681.4921957
0,2.690019313,640.1540297
1,3.62550269,606.3707
1,3.064386809,659.9154927
1,3.183203261,595.1955084
0,2.973903591,561.0871145
1,3.631865165,561.211942
0,3.733696551,524.5044119
0,2.660525655,611.9353348
1,3.240548379,780.0340538
0,2.965010915,693.3975813
1,3.348165518,604.2527845
1,3.645978436,749.8778191
0,2.854746562,532.2988942
0,2.973886124,646.9228425
1,3.485071769,562.0432492
0,3.202665896,576.5516965
0,3.247794786,518.556697
0,3.259123328,614.7004466
0,2.62530676,582.8352279
0,3.230623943,546.2740482
0,3.048871544,473.7788709
0,3.252543943,678.6157328
0,3.134656373,675.2863932
1,3.445888191,710.0639098
0,3.699874636,493.9202767
0,3.310073828,471.581791
0,3.364395829,624.5247773
0,3.704223215,514.0450389
0,2.844566372,703.0434618
1,3.388858507,571.7222331
1,3.049572345,738.6806833
0,3.767446526,565.9064403
0,2.80392995,561.5914179
0,2.762242747,572.1875285
0,3.41923441,547.6096548
1,3.462220708,633.1228245
0,3.119761685,558.0100436
0,3.122052368,571.9555127
0,2.941824856,598.2144149
1,3.206376654,759.0379527
1,3.19151626,712.0204839
0,3.256223284,542.8458963
0,2.885001897,510.4260772
0,2.943824779,535.5804395
1,2.828973431,716.3083084
1,2.948423344,677.9009407
0,3.309465286,538.9282445
0,3.237352658,643.4859722
1,3.605845878,721.3219342
0,3.672263056,643.9893282
0,3.279092058,636.202022
1,3.527588429,479.2127551
0,3.13427226,572.1081379
0,3.204654667,638.9710468
0,2.67125143,560.458376
0,3.417615308,656.6287366
0,3.457738423,702.3446109
0,3.047945341,631.9405267
0,3.895526234,647.8395938
0,3.150400132,514.1804736
0,2.9933131,494.688082
1,3.936366074,560.6429325
1,2.975315935,601.3920623
0,3.467048175,571.4146453
1,3.609119869,645.4066609
0,3.493100154,540.8098344
1,2.995007217,648.2487405
0,3.154254918,416.1929006
0,3.088197599,695.0898188
0,3.248228345,620.3700082
0,3.108219611,617.1033298
0,3.121694323,531.3910421
0,2.674039993,599.8958582
1,3.28282978,622.9613635
1,3.314999391,687.730345
0,3.194040287,593.0058966
0,3.020869304,627.6734352
0,3.071071544,548.3745562
1,3.594540879,661.6344384
1,3.256471433,601.859874
1,3.470823899,647.7065759
0,3.414035818,577.6656101
0,3.266654384,612.6121519
0,3.232388028,533.3076378
0,3.10370622,634.1046994
0,3.150267927,444.2232789
0,3.431848744,561.588027
0,2.78233814,558.0124939
1,3.179945548,617.5683671
1,2.934966729,611.6062918
0,3.322519999,583.8614086
0,3.164031063,598.9001948
1,2.93523773,658.9933511
0,2.859057878,485.1427347
0,3.040767252,749.832685
1,3.065995737,772.107288
0,3.141668442,508.9693356
0,3.495586536,658.9653864
1,3.501319638,587.9434352
0,3.473825958,584.4918771
0,3.226953872,450.2886629
0,3.26819622,691.2609761
0,3.217731977,672.6132432
1,3.063861181,626.018986
0,3.201273023,478.432871
0,3.540320253,555.027864
1,3.763280511,701.2206087
0,3.085858768,503.932903
0,3.534690632,467.4597326
0,3.053863051,729.9286544
0,3.054115242,546.787904
1,3.330791152,646.7152574
0,2.931774374,602.7660997
0,3.12353381,601.7122581
0,3.110348369,689.9908527
0,2.712046474,552.9581209
0,3.179447897,565.9509318
0,2.892132597,573.3800103
1,3.578241646,595.0165205
0,2.41814325,573.553498
0,2.987972502,651.6735696
0,3.183650842,675.1724876
0,3.294160347,518.0216651
0,2.930620652,671.6181128
0,3.1668846,486.6660613
0,2.818878151,539.3802782
0,3.487243422,539.7569507
0,3.122478196,599.2643002
1,3.378299113,688.2482997
1,3.471711799,733.5494647
0,3.316165494,628.2255796
0,2.6922252,795.1141057
0,3.428633364,543.0634468
0,2.976055734,622.8771008
0,3.155785317,624.0029255
0,3.294071257,645.5846053
0,3.07600279,680.9511059
0,3.365772472,599.9596893
0,3.387412884,508.5101298
0,2.773213583,527.1616116
0,3.171177039,497.8479734
0,3.309069767,407.8180471
0,3.718314938,602.8456938
0,2.909879569,629.5968773
0,3.243188306,665.619332
0,2.484329035,599.4848299
0,2.722735866,529.4512152
0,3.511414097,589.3762519
0,2.99605765,715.8516114
0,3.249891577,490.9320527
0,3.159249223,674.5089062
0,2.971741458,640.6284139
0,3.012032755,639.4034197
1,2.965276929,665.9588705
0,3.26483399,616.6285091
1,3.780530072,577.1103131
0,3.33893201,585.2441672
0,3.234733605,586.992382
0,3.120419436,655.0623502
0,3.5398182,557.1010148
0,3.189320252,595.6021311
0,2.819316723,633.1271785
0,3.072290192,519.9061203
1,3.807618298,617.1073266
0,3.16726716,572.8437849
0,2.972292279,644.2230637
0,2.989888112,561.7855446
0,3.287633062,496.5688522
0,3.40269974,667.2703844
0,2.950833125,555.0940699
1,3.146822057,525.3436109
0,3.276402662,577.9009629
0,3.170932063,565.2243245
0,3.044940053,574.1726943
0,2.995996271,555.2610409
0,3.316704016,502.4789826
0,3.260018899,662.1077981
0,3.612613298,563.1616281
0,3.586434982,552.4929289
1,2.945184616,594.7095991
0,3.273971656,532.502658
0,3.032155351,526.4152516
0,3.419178972,570.7889554
0,3.062964514,707.6172171
0,3.115330028,585.7448523
0,3.316141709,480.0373582
0,3.202371706,481.429935
0,2.940776841,588.6049029
1,3.338036544,779.4355279
0,3.530598224,586.1491802
0,3.127032326,625.5958593
0,3.138326347,490.9097065
1,2.855784933,709.6897459
0,2.819194576,415.4059015
0,2.749544101,639.7581446
0,3.426464721,589.2385106
1,3.695103552,652.8753745
0,3.107382141,600.1518847
0,2.71820732,541.3740672
1,3.307256756,607.5248737
0,3.091500668,638.8147176
0,3.184187415,683.3806002
0,3.04281514,605.0171095
0,2.847932781,597.1674898
0,3.092351284,656.1868118
0,3.348772194,605.9681968
0,3.000884629,598.5410342
0,3.135157693,568.4282743
0,3.282646878,601.9100107
0,3.104177276,653.8250196
0,3.292225287,587.6976689
0,3.255930906,621.2672148
0,2.746943749,529.966555
1,3.621674506,646.1538686
0,2.508367575,559.7298547
0,3.032666818,659.9210378
1,3.4167758,778.116717
0,3.362794739,501.218033
0,3.32311452,666.0357854
0,2.909667093,604.4846798
0,3.090279811,633.9752703
0,3.010066388,583.5157738
0,3.21266924,658.6124495
0,2.894841373,555.0322548
0,3.202438024,610.7964894
0,3.255069298,593.1835985
0,3.462876519,577.7363085
0,3.141308865,650.0505593
0,2.92303586,560.0938807
0,2.86358954,568.316048
1,3.462106254,691.7741855
0,3.321899128,543.174854
0,3.24125548,446.6291011
0,2.966607717,627.6293179
0,3.36902743,681.2421949
0,3.2781418,661.888162
0,3.281487272,651.1313979
0,2.489852161,585.5152828
0,3.117591189,588.7163681
0,3.54025247,524.6706244
0,3.597077513,497.7333219
1,3.315944392,698.117106
1,3.560369434,787.0900704
0,3.29504862,528.1946743
0,3.329859309,583.9598384
0,2.901478528,499.2614798
1,3.080444491,566.8526188
0,2.926171331,600.8089965
0,3.194589677,613.0615894
0,3.030392457,478.4914915
0,3.397989673,677.0134649
0,3.131238509,580.4077329
1,3.60557622,570.6175188
0,3.532946483,618.230228
0,3.105500401,630.1709136
0,3.44257288,571.7941471
0,3.702877836,629.602666
0,3.506070731,510.4966729
0,3.555723428,560.8857572
0,3.461460562,487.5554929
1,4,544.1593983
0,3.411133368,565.2088044
0,2.801955226,626.1207869
1,2.983736153,714.828025
0,3.436516538,538.0680291
1,2.770604992,695.2736843
0,3.519557142,664.1473688
0,3.665698678,525.0803049
1,3.353992574,764.4304881
0,2.829618107,650.932844
0,2.979244606,616.2296569
1,3.116340708,704.7278469
0,3.199170349,685.3916579
1,3.459693049,781.542412
1,3.373970102,636.5759307
0,3.321913788,555.6998297
0,2.937449581,594.3981899
0,2.669760492,717.5981442
0,2.947853504,587.0951563
0,2.858252284,688.823593
1,3.330053158,723.4723963
0,3.537415907,492.3286758
1,3.381851029,658.2398809
0,3.172589107,534.1486153
1,2.879124031,659.555691
1,3.314589538,738.2574552
0,3.097044244,607.4892874
1,3.269800741,684.7226211
0,2.979233196,516.9952942
0,3.028508261,671.3299044
1,3.577178219,632.2563646
1,3.82467847,732.2462332
0,2.610780321,620.2331261
0,3.211558906,589.5704162
1,2.677698132,671.3728693
0,3.134447576,615.6895478
0,3.520812007,586.3787291
1,3.367605634,658.2777256
0,2.552822509,646.4787753
1,3.095929139,734.3402521
0,3.058172421,618.6155875
0,2.954674978,468.6150169
0,2.625911921,631.0272733
0,3.457024268,540.7161618
0,3.538757942,469.9194056
0,3.345414397,588.7418258
0,3.383009131,419.7799898
0,3.67659853,457.9507681
0,2.825770354,573.4530049
0,2.988052166,615.9703216
1,3.091111364,593.4661627
0,3.115520469,640.3491815
1,3.505770333,590.5710903
0,3.092323346,595.6017354
0,3.16077349,705.774752
0,2.899056176,635.3164163
0,3.294991448,641.2835375
1,3.19292023,695.7672179
0,3.222681315,575.915949
0,2.848295342,661.4034026
0,2.940781961,499.0727967
0,3.003234789,533.4972436
0,2.781810481,643.480251
0,3.395951582,612.8433548
0,3.55462268,563.2426196
0,2.770558798,690.9533379
0,3.083225959,607.1023506
0,3.542033061,590.7334861
0,3.28302794,637.417079
1,3.386732497,526.9968355
0,2.743940785,526.8218058
1,3.325837047,642.9547875
0,3.378686057,568.3658738
0,3.144737964,580.7037799
1,3.598453942,626.4241552
0,2.798129697,632.4664837
0,3.330107545,548.6082452
0,3.070496139,613.8890144
0,3.523742517,539.8540579
0,3.18603405,637.7760116
1,3.341485761,592.1489866
0,3.172141356,530.001871
0,3.071844021,698.819427
1,3.128130463,581.6117303
0,2.74781088,508.8833856
0,2.969247612,390.9264876
1,3.082641264,701.4579242
1,2.95024415,694.0831897
0,3.333185371,494.046322
0,3.01698245,470.9363635
0,3.349152356,521.6218164
0,3.249881111,672.7865017
1,3.560415499,631.7334282
0,2.963056375,556.7215139
0,3.286312061,545.8947865
0,3.205129893,467.6580581
0,3.528218551,475.5383763
1,3.163068365,592.3036587
0,3.128686737,639.8351895
0,2.964758878,444.5088334
0,2.61927959,707.2469108
0,2.821557712,733.402528
0,3.063962816,578.2227339
0,2.847955386,678.2937574
0,3.082205051,612.7245892
0,3.359912677,582.1849656
0,3.265341364,717.6999866
0,3.306701254,603.6352699
0,2.958148263,670.3027616
0,3.502628393,679.5513988
1,3.277949497,720.0624342
0,2.709812294,559.2400226
1,3.581405648,559.7648777
0,3.083931787,599.3720586
0,3.266770334,588.2911373
0,3.588754092,704.1543055
0,2.98657714,672.2346791
0,3.452428408,609.4670165
0,2.491069034,604.3980163
1,4,574.4829117
0,2.766620678,571.7244338
0,2.921820879,600.1729855
1,3.298076035,771.8754874
0,3.022105046,639.546854
1,3.297922156,800
1,2.506390372,700.304931
0,3.038132846,570.1762909
0,3.248165849,593.0358787
0,3.411960425,611.1022355
0,2.82787986,660.4314838
0,3.395072523,584.5771847
1,3.068853406,754.1718941
1,3.050429247,649.7597291
0,3.557362431,471.0740236
1,4,677.899597
0,3.259011373,591.1804077
0,3.145467795,555.871458
0,2.849786303,634.3057137
0,2.904263708,530.4089393
0,3.03845404,625.5678383
0,3.411293674,578.3933083
0,2.248440979,615.3680753
0,2.482147251,639.4775206
0,3.690988229,631.7548995
0,3.512230699,570.9221211
0,3.168692769,387.4149555
0,2.95336854,663.1096336
0,3.492914711,634.5692993
0,2.972633648,596.5115774
0,3.239462776,628.1901299
1,3.569039507,699.737356
0,2.967849597,502.9923107
0,3.201850809,493.771476
0,2.673273867,660.6326322
1,3.085631079,571.5052938
0,3.493292734,526.9531062
1,2.914923443,795.1823759
1,3.725918793,641.372775
1,3.691227092,570.6229721
1,3.067876116,699.3191994
0,3.047266455,517.7400096
1,3.173245196,739.4602544
0,2.23672479,703.7218325
1,3.140863693,736.5979793
0,2.98213079,582.4950788
1,3.299799241,542.2859575
0,2.927748901,579.8555782
0,3.175326005,590.4608074
1,2.982477537,500.3803897
0,3.45143198,549.4522381
0,3.098335392,545.1872085
0,2.817873256,645.1349644
1,3.415593987,597.6970789
0,3.790398452,566.4376834
0,2.951933139,565.8004564
0,3.0972388,595.2005786
0,2.719117394,510.5533761
0,2.916349118,659.5966541
0,3.273429531,600.4758333
0,2.871817008,532.8300163
0,3.202661798,538.9302056
0,3.067906921,575.5023231
0,3.098199696,730.8761347
0,3.131253689,596.8029051
0,3.422668334,653.069763
0,3.048111121,438.8315043
0,3.239022875,632.3600352
0,3.340115544,549.7416299
1,3.080983426,696.9481474
1,3.576924826,648.4117775
0,3.199951329,612.1752176
0,2.793839036,544.3990272
1,3.315793965,573.2366261
0,3.01499133,624.2659481
0,2.716567546,622.2390872
0,3.024465867,557.3869634
0,3.126834551,514.7796076
0,3.322668256,652.6553705
0,3.350637576,544.780682
0,3.146144306,698.6346047
1,3.004007918,610.556794
0,3.407803863,439.6325723
1,3.591271351,673.5527527
0,3.448351779,568.5495776
1,3.549322447,645.2619125
0,3.671330746,671.7973895
1,3.205236616,752.1908743
0,3.63709537,610.7661368
0,3.598245263,478.0909732
0,3.869110976,499.9645189
0,2.501559556,505.2055457
0,3.085489104,692.6585881
0,2.652765768,615.5446931
0,3.579775492,499.4808194
0,3.109631432,599.1007638
1,2.91873623,636.1900191
0,3.001729876,633.5407987
0,3.223304012,674.0196333
1,3.213047178,742.7250004
0,3.2327186,599.6474421
0,3.266175993,580.7209202
0,3.178863291,646.5208934
0,2.925604289,630.4598781
0,3.2542792,684.7328553
0,3.042477418,534.2705062
0,3.437494878,481.5804842
1,3.673018916,649.6509313
1,3.466367969,800
0,3.469070331,652.6440605
1,3.540149726,615.932401
0,3.034760528,560.5398652
1,3.533926666,652.3318397
0,2.901090382,680.7210343
0,2.943004203,519.9969687
1,3.278988907,709.5648205
0,2.593035882,672.6749765
0,3.281445594,522.2598764
1,3.636720116,597.8255934
0,3.235237842,634.5214032
0,2.601408608,537.4082489
1,3.379220014,590.7870545
0,2.328117001,535.3302327
0,3.63576819,570.4845967
0,2.973026232,562.3758152
0,2.850818341,592.4279569
1,3.999329106,553.3493001
0,3.293006942,700.4244921
0,3.0292363,526.6977792
0,3.011236935,555.7639399
0,3.00261493,588.8680203
1,3.482522387,722.7731126
0,3.041515026,533.6421437
1,3.188329331,711.2617798
0,2.930353078,649.9325631
0,3.40163858,538.4654947
0,3.413464392,603.6646872
0,2.983778085,622.8265338
0,3.126753298,605.8626169
0,2.971947576,510.729661
0,3.116078066,595.6396645
1,3.660708751,635.7241938
0,3.163640322,570.7753085
0,2.808027962,536.0830908
0,2.525345421,545.8061826
1,3.600823008,619.6721363
1,3.540075665,670.0362135
0,3.327131881,583.8164822
0,3.465323194,440.4632187
0,2.942100434,602.3265251
0,2.619019013,670.4164223
0,3.512014237,512.5962822
0,3.308037147,663.5654626
1,3.211389868,700.9464068
0,2.796474372,738.0573689
0,2.900256921,583.6332387
0,3.408825702,587.3869566
0,2.991582571,589.2146049
1,3.8172648,620.4280421
1,3.709950742,580.0063642
0,3.082286067,643.8699851
0,2.998746679,630.4458819
0,3.269759892,667.096208
0,3.205617375,522.5595974
1,3.743523501,616.0732088
0,3.313045371,505.534365
0,3.323952401,559.1335817
0,3.022883065,600.6737444
0,2.912887018,479.3992325
1,2.86271081,654.1408932
0,3.084296429,433.374633
1,3.67424303,637.9225307
0,3.691781146,589.6936717
0,3.02205086,599.8173082
0,3.098012658,481.0208538
0,3.090613646,615.4186969
0,3.304884151,607.7849605
0,3.277175316,654.1304376
0,2.97982006,564.8803168
0,2.559731349,551.7449352
0,3.267214356,689.3400164
0,3.502304539,533.7897916
0,3.555553078,569.5402501
1,3.828585978,679.9437593
0,2.899282129,600.1511836
1,3.014845746,774.6152138
0,3.428271742,608.9472469
1,3.63618566,616.5253463
1,3.565735923,634.1756545
1,2.932025035,800
1,3.203220555,726.3093819
0,3.331304258,583.8617437
0,3.196082958,606.4469843
0,3.638943129,601.9246256
1,3.20853586,737.1680758
0,2.96650963,639.6088279
1,3.621649567,689.8473739
0,3.044605992,754.8723045
0,2.681052576,601.0968084
0,2.743404161,458.3739342
0,3.50691309,535.0083773
1,3.431330191,750.6887533
0,3.346844905,627.385216
0,2.980796801,453.5256647
0,2.977616651,581.3842462
0,3.368713293,668.0252924
0,2.546779141,531.2075199
0,2.801865769,571.5626854
0,2.605823673,567.6026895
0,2.996758972,634.5486246
0,3.497997139,590.411381
0,3.151569662,656.285497
0,3.466013065,592.0436414
0,3.588487867,459.2592803
1,3.06521506,674.4587921
0,2.744259575,603.2713802
0,3.271908722,594.9043393
0,2.976503502,630.8028621
0,3.096551494,581.0745821
1,3.07707466,713.3991466
0,3.273713931,643.6730948
0,3.879396846,612.1806943
0,2.615252803,592.9972964
0,3.510773026,542.3546284
1,3.032121696,764.7901046
0,2.761008693,648.2728859
0,3.033312651,588.5991284
1,2.79490814,759.0548629
0,2.855784915,565.8803662
1,3.345487453,721.4714685
0,3.404658384,491.0587009
0,3.413928775,495.0422508
1,3.252482089,662.3408013
0,3.329962175,571.578201
0,2.964405046,624.1838915
0,3.284403056,447.7349864
1,3.774355136,717.4635976
0,3.419381579,553.1582928
0,3.113114029,573.8547885
0,3.092177003,601.1135756
0,2.961073252,442.5924001
0,3.029669255,576.9586355
1,3.647133599,736.6831776
0,3.173034139,670.8320064
1,3.31067244,670.3723189
1,3.571313873,597.6881829
0,2.79066491,551.7994259
0,2.853514214,643.7652159
1,3.511203625,618.9298753
1,3.455576513,767.4773758
0,3.122198203,600.8459193
1,3.865960947,758.2017324
0,3.172227792,576.1089288
0,3.078146597,511.2165628
1,3.302553296,650.4503242
0,3.201567817,631.4484371
0,3.209434045,489.9289236
0,3.089902054,614.2448581
0,3.385690693,524.1340969
1,3.045051712,711.2354356
0,3.411397255,593.0963987
0,3.209820787,649.8133939
1,3.92245752,593.8245779
0,3.437131662,695.811102
0,2.674247224,602.2315566
1,3.037395609,665.0905536
1,3.307639875,735.2718393
1,3.412467579,724.1417826
0,2.783687298,678.1865999
0,3.651508728,604.5903004
0,3.057730907,719.8639581
0,2.735672458,518.8975657
0,3.057767991,584.3932996
0,3.171361477,580.0558673
0,3.229252741,605.1628102
1,3.738324971,632.0761195
0,3.152785879,706.0847296
0,3.299528285,646.5174244
0,3.146717645,533.4225073
0,3.261522822,752.9142931
0,3.317640275,611.2659467
0,3.277989925,593.9796073
0,3.069843927,758.1972036
0,2.872297182,579.0398455
0,3.383749424,487.1497767
0,3.103575155,693.3334168
0,3.287625132,595.6300812
0,2.609126886,779.1478212
0,3.330226603,595.4767738
1,3.31321811,665.4750276
1,3.492179277,590.0320194
1,3.410395207,551.3117109
1,3.53241788,677.0190505
0,3.324148343,623.3678742
0,2.793035315,658.9990153
0,3.316207811,562.9887504
0,3.471838389,636.7321354
0,3.225019834,635.9127518
0,3.641977858,539.4846595
0,3.018683392,533.909782
1,3.486940614,667.2653457
0,2.858424107,643.4611271
0,2.821808128,574.2224955
1,2.929347849,749.63374
0,3.374185734,681.6201491
0,3.164353708,645.6971887
1,3.764031819,611.9457664
0,2.938162125,635.1444543
1,2.944456828,624.2751404
0,3.620360099,593.7508048
0,3.292149191,533.7501449
0,3.009355303,568.6635681
0,2.87092028,621.3309131
0,3.445358376,642.1425008
1,3.583555846,657.6892112
0,3.16640279,649.1706231
0,2.665995651,661.3137604
1,3.567502944,570.9974095
0,2.975491355,720.093759
0,3.318873227,552.2783187
0,2.701176483,541.4733289
0,2.681802441,484.0595874
1,2.948844855,683.3533042
1,3.088400324,644.0333203
0,3.206620744,632.059417
0,2.791557741,627.5818202
0,2.897477494,627.649663
0,2.947325174,557.1792209
0,3.142599764,643.5346062
0,3.695123225,635.2975661
0,2.956999496,629.9223366
1,3.785356308,633.641188
0,3.51340432,594.8604631
0,3.182376222,630.1662323
1,2.947545294,712.8226531
1,3.868572422,658.9120444
0,2.859152614,533.1866347
0,3.477715475,517.9888103
0,3.369011423,706.1658428
0,3.143117625,629.1298149
0,2.992635711,517.9832558
0,3.403190592,548.5015693
1,3.440105446,702.4580994
1,3.257304441,689.7733758
1,3.381358794,720.7184377
1,3.083956127,556.9180209
0,3.311956694,571.7773225
0,2.758954911,624.6315598
1,3.114418678,734.2976791
0,2.857469743,667.4973971
1,3.54901187,604.6975035
1,3.532752648,588.9861749
0,2.872394416,443.2241914
